batsman,bowler,P0,P1,P2,P3,P4,P6,p_not_out
AT Rayudu,MG Johnson,0.56,0.22,0.0,0.0,0.22,0.0,0.89
AT Rayudu,MK Tiwary,0.4,0.2,0.2,0.0,0.0,0.2,
AT Rayudu,MM Sharma,0.32,0.54,0.0,0.0,0.05,0.08,0.86
AT Rayudu,MR Marsh,0.55,0.36,0.0,0.0,0.09,0.0,
AT Rayudu,Mohammed Shami,0.5,0.12,0.0,0.0,0.38,0.0,
AT Rayudu,Mustafizur Rahman,0.23,0.38,0.23,0.0,0.15,0.0,
AT Rayudu,NLTC Perera,0.41,0.41,0.0,0.0,0.14,0.05,
AT Rayudu,NM Coulter-Nile,0.33,0.42,0.0,0.0,0.25,0.0,
AT Rayudu,P Awana,0.3,0.6,0.1,0.0,0.0,0.0,0.9
AT Rayudu,P Kumar,0.47,0.29,0.06,0.0,0.15,0.03,
AT Rayudu,P Negi,0.5,0.17,0.0,0.0,0.17,0.17,
AT Rayudu,P Sahu,0.14,0.71,0.0,0.0,0.14,0.0,
AT Rayudu,PD Collingwood,0.25,0.75,0.0,0.0,0.0,0.0,
AT Rayudu,PJ Sangwan,0.55,0.36,0.09,0.0,0.0,0.0,
AT Rayudu,PP Chawla,0.27,0.47,0.1,0.0,0.1,0.07,0.88
AT Rayudu,PP Ojha,0.23,0.54,0.08,0.0,0.15,0.0,0.92
AT Rayudu,PV Tambe,0.38,0.38,0.12,0.0,0.0,0.12,
AT Rayudu,Pankaj Singh,0.6,0.1,0.0,0.0,0.1,0.2,
AT Rayudu,Parvez Rasool,0.33,0.67,0.0,0.0,0.0,0.0,
AT Rayudu,R Ashwin,0.35,0.53,0.02,0.0,0.06,0.04,0.92
AT Rayudu,R Bhatia,0.24,0.59,0.06,0.0,0.12,0.0,
AT Rayudu,R Dhawan,0.2,0.4,0.2,0.0,0.2,0.0,0.8
AT Rayudu,R Sharma,0.4,0.47,0.0,0.0,0.13,0.0,
AT Rayudu,R Vinay Kumar,0.45,0.32,0.05,0.0,0.09,0.09,0.91
AT Rayudu,RA Jadeja,0.22,0.6,0.08,0.0,0.05,0.05,0.98
AT Rayudu,RE van der Merwe,0.0,1.0,0.0,0.0,0.0,0.0,
AT Rayudu,RG Sharma,0.29,0.57,0.0,0.0,0.14,0.0,
AT Rayudu,RJ Harris,0.43,0.29,0.07,0.0,0.21,0.0,
AT Rayudu,RP Singh,0.17,0.83,0.0,0.0,0.0,0.0,
AT Rayudu,RR Powar,0.4,0.2,0.0,0.0,0.2,0.2,
AT Rayudu,RS Bopara,0.33,0.67,0.0,0.0,0.0,0.0,
AT Rayudu,RV Gomez,0.33,0.33,0.0,0.0,0.0,0.33,
AT Rayudu,S Aravind,0.5,0.33,0.06,0.0,0.06,0.06,
AT Rayudu,S Badree,0.2,0.6,0.0,0.0,0.2,0.0,
AT Rayudu,S Ladda,0.0,0.5,0.0,0.0,0.25,0.25,
AT Rayudu,S Nadeem,0.34,0.5,0.03,0.0,0.03,0.11,0.92
AT Rayudu,S Randiv,0.5,0.5,0.0,0.0,0.0,0.0,0.5
AT Rayudu,SB Jakati,0.14,0.86,0.0,0.0,0.0,0.0,
AT Rayudu,SB Wagh,0.33,0.56,0.11,0.0,0.0,0.0,
AT Rayudu,SE Bond,0.5,0.5,0.0,0.0,0.0,0.0,
AT Rayudu,SJ Srivastava,0.71,0.14,0.0,0.0,0.14,0.0,0.71
AT Rayudu,SK Raina,0.29,0.29,0.14,0.0,0.14,0.14,0.86
AT Rayudu,SK Trivedi,0.21,0.58,0.11,0.0,0.05,0.05,
AT Rayudu,SK Warne,0.3,0.6,0.0,0.0,0.1,0.0,
AT Rayudu,SM Boland,0.0,0.5,0.25,0.0,0.25,0.0,
AT Rayudu,SMSM Senanayake,0.0,1.0,0.0,0.0,0.0,0.0,
AT Rayudu,SN Thakur,0.5,0.5,0.0,0.0,0.0,0.0,
AT Rayudu,SP Narine,0.48,0.34,0.07,0.0,0.1,0.0,0.93
AT Rayudu,SR Watson,0.5,0.26,0.08,0.0,0.16,0.0,0.89
AT Rayudu,STR Binny,0.42,0.42,0.0,0.0,0.08,0.08,
AT Rayudu,Sandeep Sharma,0.44,0.39,0.0,0.0,0.17,0.0,0.85
AT Rayudu,Shakib Al Hasan,0.46,0.31,0.08,0.0,0.12,0.04,0.88
AT Rayudu,Shivam Sharma,0.0,1.0,0.0,0.0,0.0,0.0,
AT Rayudu,TA Boult,0.17,0.5,0.0,0.0,0.17,0.17,
AT Rayudu,TG Southee,0.2,0.2,0.0,0.0,0.4,0.2,
AT Rayudu,TM Dilshan,0.0,0.5,0.5,0.0,0.0,0.0,
AT Rayudu,UT Yadav,0.36,0.44,0.0,0.0,0.16,0.04,
AT Rayudu,V Kohli,0.17,0.83,0.0,0.0,0.0,0.0,
AT Rayudu,VR Aaron,0.33,0.57,0.0,0.0,0.05,0.05,0.95
AT Rayudu,WD Parnell,0.46,0.31,0.08,0.0,0.15,0.0,
AT Rayudu,Washington Sundar,0.83,0.17,0.0,0.0,0.0,0.0,
AT Rayudu,YK Pathan,0.22,0.33,0.22,0.0,0.11,0.11,
AT Rayudu,YS Chahal,0.3,0.57,0.07,0.0,0.03,0.03,
AT Rayudu,Yuvraj Singh,0.36,0.61,0.0,0.0,0.0,0.04,0.96
AT Rayudu,Z Khan,0.19,0.54,0.04,0.0,0.15,0.08,
AUK Pathan,A Mishra,0.5,0.0,0.5,0.0,0.0,0.0,0.75
AUK Pathan,Azhar Mahmood,0.5,0.5,0.0,0.0,0.0,0.0,
AUK Pathan,JA Morkel,0.25,0.0,0.0,0.0,0.5,0.25,
AUK Pathan,PC Valthaty,0.5,0.25,0.0,0.0,0.0,0.25,0.75
AUK Pathan,R Vinay Kumar,0.4,0.0,0.0,0.0,0.6,0.0,
AUK Pathan,RJ Harris,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AUK Pathan,SL Malinga,1.0,0.0,0.0,0.0,0.0,0.0,0.5
AUK Pathan,TG Southee,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Abdur Razzak,Sohail Tanvir,1.0,0.0,0.0,0.0,0.0,0.0,
Anirudh Singh,A Kumble,0.5,0.5,0.0,0.0,0.0,0.0,
Anirudh Singh,AD Mathews,0.67,0.33,0.0,0.0,0.0,0.0,
Anirudh Singh,B Akhil,0.0,1.0,0.0,0.0,0.0,0.0,
Anirudh Singh,Bipul Sharma,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Anirudh Singh,DW Steyn,0.79,0.07,0.0,0.0,0.14,0.0,
Anirudh Singh,I Sharma,0.0,1.0,0.0,0.0,0.0,0.0,
Anirudh Singh,JH Kallis,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Anirudh Singh,KP Pietersen,0.33,0.33,0.0,0.0,0.33,0.0,
Anirudh Singh,LR Shukla,0.4,0.2,0.3,0.0,0.1,0.0,0.9
Anirudh Singh,ND Doshi,0.44,0.33,0.11,0.0,0.0,0.11,
Anirudh Singh,P Kumar,0.12,0.62,0.12,0.0,0.12,0.0,
Anirudh Singh,SK Trivedi,0.4,0.6,0.0,0.0,0.0,0.0,
Anirudh Singh,SK Warne,0.57,0.29,0.0,0.0,0.14,0.0,0.86
Ankit Sharma,AJ Tye,0.5,0.5,0.0,0.0,0.0,0.0,
Ankit Sharma,Basil Thampi,0.0,0.5,0.5,0.0,0.0,0.0,
Ankit Sharma,D Wiese,0.0,0.5,0.0,0.0,0.5,0.0,
Ankit Sharma,DE Bollinger,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ankit Sharma,DJ Bravo,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ankit Sharma,F du Plessis,0.0,0.5,0.0,0.0,0.0,0.5,
Ankit Sharma,IC Pandey,0.0,1.0,0.0,0.0,0.0,0.0,
Ankit Sharma,KA Pollard,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Ankit Sharma,KW Richardson,0.0,0.5,0.5,0.0,0.0,0.0,
Ankit Sharma,L Balaji,0.5,0.5,0.0,0.0,0.0,0.0,0.5
Ankit Sharma,M Morkel,0.0,1.0,0.0,0.0,0.0,0.0,
Ankit Sharma,MA Starc,1.0,0.0,0.0,0.0,0.0,0.0,
Ankit Sharma,MM Sharma,0.67,0.0,0.0,0.0,0.33,0.0,
Ankit Sharma,P Kumar,0.25,0.25,0.25,0.0,0.0,0.25,
Ankit Sharma,R Ashwin,0.25,0.25,0.12,0.0,0.25,0.12,0.88
Ankit Sharma,RA Jadeja,0.33,0.44,0.0,0.0,0.22,0.0,
Ankit Sharma,S Badree,0.75,0.25,0.0,0.0,0.0,0.0,
Ankit Sharma,S Gopal,0.5,0.0,0.5,0.0,0.0,0.0,0.75
Ankit Sharma,SR Watson,1.0,0.0,0.0,0.0,0.0,0.0,
Ankit Sharma,YS Chahal,0.0,1.0,0.0,0.0,0.0,0.0,
Ankit Soni,B Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
Ankit Soni,JD Unadkat,1.0,0.0,0.0,0.0,0.0,0.0,
Ankit Soni,MJ McClenaghan,0.0,0.5,0.0,0.0,0.0,0.5,
Ankit Soni,S Kaul,1.0,0.0,0.0,0.0,0.0,0.0,
Anureet Singh,A Nehra,0.67,0.33,0.0,0.0,0.0,0.0,
Anureet Singh,B Kumar,0.33,0.5,0.0,0.0,0.17,0.0,
Anureet Singh,CH Morris,1.0,0.0,0.0,0.0,0.0,0.0,
Anureet Singh,DJ Bravo,0.38,0.62,0.0,0.0,0.0,0.0,
Anureet Singh,Imran Tahir,0.0,0.67,0.0,0.0,0.0,0.33,
Anureet Singh,JP Faulkner,1.0,0.0,0.0,0.0,0.0,0.0,
Anureet Singh,M Morkel,1.0,0.0,0.0,0.0,0.0,0.0,
Anureet Singh,MA Starc,1.0,0.0,0.0,0.0,0.0,0.0,0.5
Anureet Singh,MM Sharma,0.75,0.25,0.0,0.0,0.0,0.0,0.75
Anureet Singh,P Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Anureet Singh,R Ashwin,0.0,1.0,0.0,0.0,0.0,0.0,
Anureet Singh,RA Jadeja,0.0,1.0,0.0,0.0,0.0,0.0,
Anureet Singh,S Kaul,0.0,0.67,0.0,0.0,0.33,0.0,
Azhar Mahmood,A Ashish Reddy,0.17,0.33,0.17,0.0,0.33,0.0,
Azhar Mahmood,A Mishra,0.4,0.4,0.0,0.0,0.2,0.0,0.6
Azhar Mahmood,A Nehra,0.5,0.0,0.0,0.0,0.5,0.0,0.5
Azhar Mahmood,AA Chavan,0.5,0.25,0.25,0.0,0.0,0.0,
Azhar Mahmood,AB McDonald,1.0,0.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,AD Russell,0.27,0.36,0.09,0.0,0.27,0.0,
Azhar Mahmood,B Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,BAW Mendis,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Azhar Mahmood,BW Hilfenhaus,0.5,0.25,0.0,0.0,0.25,0.0,
Azhar Mahmood,CH Morris,0.33,0.33,0.33,0.0,0.0,0.0,0.67
Azhar Mahmood,DJ Bravo,0.38,0.62,0.0,0.0,0.0,0.0,0.88
Azhar Mahmood,DL Vettori,0.0,1.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,DT Christian,0.25,0.75,0.0,0.0,0.0,0.0,
Azhar Mahmood,DW Steyn,0.0,0.5,0.5,0.0,0.0,0.0,
Azhar Mahmood,GJ Maxwell,0.0,0.25,0.0,0.0,0.25,0.5,
Azhar Mahmood,HV Patel,0.25,0.25,0.0,0.0,0.25,0.25,
Azhar Mahmood,Harbhajan Singh,0.32,0.53,0.0,0.0,0.11,0.05,0.95
Azhar Mahmood,I Sharma,1.0,0.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,IK Pathan,0.58,0.37,0.0,0.0,0.05,0.0,
Azhar Mahmood,J Botha,0.83,0.17,0.0,0.0,0.0,0.0,
Azhar Mahmood,J Theron,0.5,0.5,0.0,0.0,0.0,0.0,
Azhar Mahmood,JA Morkel,0.67,0.0,0.0,0.0,0.33,0.0,
Azhar Mahmood,JD Unadkat,0.22,0.33,0.22,0.0,0.22,0.0,0.89
Azhar Mahmood,JH Kallis,0.5,0.5,0.0,0.0,0.0,0.0,
Azhar Mahmood,JP Faulkner,0.29,0.43,0.14,0.0,0.14,0.0,0.86
Azhar Mahmood,KA Pollard,0.33,0.5,0.17,0.0,0.0,0.0,
Azhar Mahmood,KK Cooper,0.6,0.2,0.0,0.0,0.2,0.0,0.8
Azhar Mahmood,M Morkel,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Azhar Mahmood,M Muralitharan,0.25,0.5,0.0,0.0,0.17,0.08,
Azhar Mahmood,MC Henriques,0.33,0.17,0.0,0.0,0.5,0.0,
Azhar Mahmood,MM Patel,0.0,0.5,0.5,0.0,0.0,0.0,
Azhar Mahmood,MS Gony,0.17,0.5,0.17,0.0,0.17,0.0,
Azhar Mahmood,NM Coulter-Nile,0.0,0.5,0.0,0.0,0.5,0.0,
Azhar Mahmood,P Negi,0.0,1.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,PP Ojha,0.5,0.25,0.0,0.0,0.12,0.12,0.88
Azhar Mahmood,R Ashwin,0.2,0.6,0.2,0.0,0.0,0.0,
Azhar Mahmood,R Dhawan,0.55,0.18,0.27,0.0,0.0,0.0,
Azhar Mahmood,R Vinay Kumar,0.13,0.53,0.07,0.0,0.2,0.07,
Azhar Mahmood,RA Jadeja,0.25,0.25,0.0,0.0,0.0,0.5,
Azhar Mahmood,RG Sharma,1.0,0.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,S Kaul,0.0,1.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,SK Trivedi,0.33,0.4,0.07,0.0,0.13,0.07,
Azhar Mahmood,SL Malinga,0.5,0.17,0.0,0.0,0.25,0.08,0.92
Azhar Mahmood,SP Narine,0.83,0.17,0.0,0.0,0.0,0.0,0.83
Azhar Mahmood,SR Watson,0.8,0.0,0.0,0.0,0.2,0.0,
Azhar Mahmood,STR Binny,0.43,0.43,0.0,0.0,0.14,0.0,0.86
Azhar Mahmood,SW Tait,0.5,0.5,0.0,0.0,0.0,0.0,
Azhar Mahmood,TP Sudhindra,0.0,0.4,0.2,0.0,0.2,0.2,
Azhar Mahmood,UT Yadav,0.73,0.09,0.09,0.0,0.09,0.0,0.91
Azhar Mahmood,V Pratap Singh,0.0,1.0,0.0,0.0,0.0,0.0,
Azhar Mahmood,VR Aaron,0.55,0.36,0.0,0.0,0.0,0.09,
Azhar Mahmood,Z Khan,0.38,0.62,0.0,0.0,0.0,0.0,
B Akhil,A Nehra,0.38,0.38,0.0,0.0,0.12,0.12,
B Akhil,AB Agarkar,1.0,0.0,0.0,0.0,0.0,0.0,0.5
B Akhil,DR Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Akhil,DS Kulkarni,0.75,0.25,0.0,0.0,0.0,0.0,
B Akhil,Harbhajan Singh,0.5,0.0,0.5,0.0,0.0,0.0,
B Akhil,JA Morkel,0.0,1.0,0.0,0.0,0.0,0.0,
B Akhil,JDP Oram,0.5,0.5,0.0,0.0,0.0,0.0,0.5
B Akhil,Joginder Sharma,0.5,0.5,0.0,0.0,0.0,0.0,
B Akhil,L Balaji,1.0,0.0,0.0,0.0,0.0,0.0,
B Akhil,LPC Silva,0.0,0.25,0.0,0.0,0.0,0.75,
B Akhil,M Morkel,0.5,0.5,0.0,0.0,0.0,0.0,0.75
B Akhil,M Ntini,0.33,0.33,0.0,0.0,0.33,0.0,
B Akhil,MF Maharoof,0.0,1.0,0.0,0.0,0.0,0.0,
B Akhil,PJ Sangwan,0.0,1.0,0.0,0.0,0.0,0.0,
B Akhil,SK Warne,0.75,0.25,0.0,0.0,0.0,0.0,0.75
B Akhil,UT Yadav,0.2,0.2,0.4,0.0,0.0,0.2,
B Akhil,WPUJC Vaas,0.33,0.0,0.0,0.0,0.67,0.0,
B Akhil,YK Pathan,0.4,0.0,0.4,0.0,0.2,0.0,
B Chipli,AB Agarkar,0.5,0.0,0.0,0.0,0.33,0.17,0.83
B Chipli,AB Dinda,0.62,0.12,0.0,0.12,0.12,0.0,
B Chipli,AG Murtaza,0.75,0.25,0.0,0.0,0.0,0.0,0.75
B Chipli,B Kumar,0.0,1.0,0.0,0.0,0.0,0.0,
B Chipli,B Lee,0.25,0.25,0.0,0.0,0.5,0.0,
B Chipli,DL Vettori,0.4,0.4,0.2,0.0,0.0,0.0,
B Chipli,DP Vijaykumar,0.67,0.33,0.0,0.0,0.0,0.0,
B Chipli,DS Kulkarni,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Chipli,GD McGrath,0.89,0.11,0.0,0.0,0.0,0.0,0.89
B Chipli,Harbhajan Singh,0.6,0.4,0.0,0.0,0.0,0.0,
B Chipli,IK Pathan,0.33,0.33,0.0,0.0,0.33,0.0,
B Chipli,Iqbal Abdulla,0.5,0.33,0.0,0.0,0.17,0.0,
B Chipli,JA Morkel,0.5,0.0,0.5,0.0,0.0,0.0,0.5
B Chipli,JD Unadkat,0.4,0.4,0.0,0.0,0.2,0.0,
B Chipli,JDP Oram,0.5,0.5,0.0,0.0,0.0,0.0,
B Chipli,JEC Franklin,0.67,0.33,0.0,0.0,0.0,0.0,0.67
B Chipli,JH Kallis,0.0,1.0,0.0,0.0,0.0,0.0,
B Chipli,JJ van der Wath,0.5,0.5,0.0,0.0,0.0,0.0,
B Chipli,JR Hopes,0.0,1.0,0.0,0.0,0.0,0.0,
B Chipli,KA Pollard,0.5,0.38,0.0,0.0,0.12,0.0,0.88
B Chipli,L Balaji,0.67,0.33,0.0,0.0,0.0,0.0,
B Chipli,M Morkel,0.0,1.0,0.0,0.0,0.0,0.0,
B Chipli,MM Patel,0.67,0.33,0.0,0.0,0.0,0.0,0.83
B Chipli,MR Marsh,0.33,0.33,0.0,0.0,0.33,0.0,
B Chipli,MS Gony,0.67,0.17,0.0,0.0,0.17,0.0,0.83
B Chipli,P Kumar,0.67,0.33,0.0,0.0,0.0,0.0,
B Chipli,PC Valthaty,0.6,0.2,0.0,0.0,0.2,0.0,0.8
B Chipli,PJ Sangwan,0.5,0.5,0.0,0.0,0.0,0.0,
B Chipli,PP Chawla,0.0,0.5,0.25,0.0,0.25,0.0,
B Chipli,R Bhatia,0.23,0.54,0.0,0.0,0.23,0.0,0.92
B Chipli,R Ninan,0.14,0.57,0.0,0.0,0.0,0.29,
B Chipli,R Sathish,0.5,0.25,0.0,0.0,0.25,0.0,
B Chipli,R Sharma,0.0,1.0,0.0,0.0,0.0,0.0,
B Chipli,R Vinay Kumar,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Chipli,RA Jadeja,0.67,0.17,0.0,0.0,0.0,0.17,0.83
B Chipli,RN ten Doeschate,0.25,0.75,0.0,0.0,0.0,0.0,
B Chipli,RP Singh,0.58,0.17,0.0,0.08,0.17,0.0,0.92
B Chipli,S Aravind,0.0,0.75,0.0,0.0,0.25,0.0,
B Chipli,S Nadeem,0.67,0.17,0.17,0.0,0.0,0.0,
B Chipli,S Randiv,0.17,0.33,0.17,0.33,0.0,0.0,
B Chipli,S Sreesanth,1.0,0.0,0.0,0.0,0.0,0.0,
B Chipli,SB Jakati,0.2,0.8,0.0,0.0,0.0,0.0,
B Chipli,SK Trivedi,0.71,0.14,0.0,0.0,0.14,0.0,0.86
B Chipli,SK Warne,0.5,0.5,0.0,0.0,0.0,0.0,
B Chipli,SL Malinga,0.5,0.5,0.0,0.0,0.0,0.0,
B Chipli,TM Dilshan,0.17,0.67,0.0,0.0,0.0,0.17,
B Chipli,UT Yadav,0.0,1.0,0.0,0.0,0.0,0.0,
B Chipli,WD Parnell,0.36,0.36,0.09,0.0,0.09,0.09,
B Chipli,YK Pathan,0.5,0.3,0.0,0.0,0.1,0.1,
B Chipli,Yuvraj Singh,0.33,0.67,0.0,0.0,0.0,0.0,
B Chipli,Z Khan,0.0,0.44,0.11,0.0,0.44,0.0,
B Kumar,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Kumar,A Zampa,0.5,0.5,0.0,0.0,0.0,0.0,0.5
B Kumar,AB Dinda,0.4,0.2,0.0,0.0,0.2,0.2,
B Kumar,AD Russell,1.0,0.0,0.0,0.0,0.0,0.0,
B Kumar,AN Ahmed,0.5,0.0,0.5,0.0,0.0,0.0,0.5
B Kumar,AS Rajpoot,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Kumar,Azhar Mahmood,0.5,0.33,0.0,0.0,0.17,0.0,0.83
B Kumar,CH Morris,0.2,0.6,0.2,0.0,0.0,0.0,
B Kumar,DE Bollinger,0.5,0.5,0.0,0.0,0.0,0.0,
B Kumar,DJ Bravo,0.59,0.29,0.12,0.0,0.0,0.0,
B Kumar,DW Steyn,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Kumar,HV Patel,0.5,0.5,0.0,0.0,0.0,0.0,
B Kumar,J Botha,0.0,1.0,0.0,0.0,0.0,0.0,
B Kumar,JD Unadkat,1.0,0.0,0.0,0.0,0.0,0.0,
B Kumar,JJ Bumrah,0.0,0.67,0.33,0.0,0.0,0.0,
B Kumar,JO Holder,0.25,0.5,0.0,0.0,0.25,0.0,
B Kumar,JP Faulkner,1.0,0.0,0.0,0.0,0.0,0.0,
B Kumar,KA Pollard,0.67,0.33,0.0,0.0,0.0,0.0,
B Kumar,L Balaji,0.4,0.6,0.0,0.0,0.0,0.0,0.8
B Kumar,M Kartik,0.0,1.0,0.0,0.0,0.0,0.0,
B Kumar,M Morkel,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Kumar,M Muralitharan,0.5,0.5,0.0,0.0,0.0,0.0,0.5
B Kumar,M de Lange,0.25,0.25,0.0,0.0,0.5,0.0,
B Kumar,MG Johnson,0.67,0.33,0.0,0.0,0.0,0.0,
B Kumar,MJ McClenaghan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Kumar,MM Patel,0.0,0.33,0.33,0.0,0.33,0.0,
B Kumar,MS Gony,0.25,0.25,0.25,0.0,0.25,0.0,
B Kumar,NLTC Perera,0.17,0.17,0.33,0.0,0.33,0.0,0.83
B Kumar,NM Coulter-Nile,0.2,0.4,0.2,0.0,0.2,0.0,
B Kumar,PP Ojha,0.67,0.33,0.0,0.0,0.0,0.0,0.67
B Kumar,R Dhawan,0.5,0.25,0.25,0.0,0.0,0.0,0.75
B Kumar,R Rampaul,0.8,0.2,0.0,0.0,0.0,0.0,
B Kumar,R Vinay Kumar,0.5,0.12,0.12,0.0,0.25,0.0,
B Kumar,RA Jadeja,0.5,0.25,0.0,0.0,0.12,0.12,
B Kumar,RJ Harris,0.67,0.33,0.0,0.0,0.0,0.0,
B Kumar,RP Singh,0.8,0.2,0.0,0.0,0.0,0.0,0.6
B Kumar,SL Malinga,0.38,0.5,0.12,0.0,0.0,0.0,
B Kumar,SP Narine,0.67,0.22,0.11,0.0,0.0,0.0,
B Kumar,SR Watson,0.0,1.0,0.0,0.0,0.0,0.0,
B Kumar,STR Binny,0.33,0.67,0.0,0.0,0.0,0.0,
B Kumar,SW Tait,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Kumar,UT Yadav,0.0,0.33,0.0,0.0,0.33,0.33,
B Kumar,Z Khan,0.0,0.5,0.0,0.0,0.5,0.0,
B Laughlin,KA Pollard,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B Laughlin,MG Johnson,0.0,1.0,0.0,0.0,0.0,0.0,
B Laughlin,PP Ojha,0.0,1.0,0.0,0.0,0.0,0.0,
B Laughlin,SL Malinga,0.67,0.33,0.0,0.0,0.0,0.0,
B Lee,A Nehra,0.2,0.2,0.2,0.0,0.0,0.4,
B Lee,A Singh,0.25,0.25,0.12,0.0,0.12,0.25,
B Lee,AB Agarkar,0.2,0.6,0.0,0.0,0.2,0.0,
B Lee,AM Rahane,0.0,1.0,0.0,0.0,0.0,0.0,
B Lee,DS Kulkarni,0.43,0.43,0.0,0.0,0.0,0.14,
B Lee,HV Patel,0.25,0.5,0.0,0.0,0.0,0.25,
B Lee,Harbhajan Singh,0.5,0.0,0.0,0.0,0.5,0.0,
B Lee,JP Duminy,0.67,0.33,0.0,0.0,0.0,0.0,
B Lee,KA Pollard,0.0,1.0,0.0,0.0,0.0,0.0,
B Lee,KK Cooper,0.5,0.25,0.0,0.0,0.25,0.0,0.75
B Lee,M Muralitharan,0.5,0.5,0.0,0.0,0.0,0.0,0.5
B Lee,P Kumar,0.0,1.0,0.0,0.0,0.0,0.0,
B Lee,PP Ojha,0.0,1.0,0.0,0.0,0.0,0.0,
B Lee,R Ashwin,0.67,0.33,0.0,0.0,0.0,0.0,
B Lee,R Vinay Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
B Lee,RA Jadeja,1.0,0.0,0.0,0.0,0.0,0.0,
B Lee,RE van der Merwe,0.25,0.5,0.0,0.0,0.0,0.25,
B Lee,RJ Harris,0.5,0.33,0.0,0.0,0.0,0.17,
B Lee,RP Singh,0.57,0.29,0.14,0.0,0.0,0.0,
B Lee,S Sreesanth,0.67,0.0,0.0,0.0,0.33,0.0,0.67
B Lee,SE Bond,0.5,0.5,0.0,0.0,0.0,0.0,
B Lee,SK Raina,0.5,0.25,0.0,0.0,0.25,0.0,0.75
B Lee,SK Trivedi,1.0,0.0,0.0,0.0,0.0,0.0,0.5
B Lee,SL Malinga,0.67,0.0,0.0,0.0,0.33,0.0,0.67
B Lee,ST Jayasuriya,0.75,0.25,0.0,0.0,0.0,0.0,
B Lee,SW Tait,0.67,0.33,0.0,0.0,0.0,0.0,
B Lee,TL Suman,0.5,0.5,0.0,0.0,0.0,0.0,
B Lee,UT Yadav,0.0,1.0,0.0,0.0,0.0,0.0,
B Lee,VY Mahesh,0.67,0.33,0.0,0.0,0.0,0.0,
B Lee,Z Khan,0.5,0.25,0.25,0.0,0.0,0.0,0.75
B Sumanth,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,
B Sumanth,A Nehra,0.25,0.75,0.0,0.0,0.0,0.0,
B Sumanth,DE Bollinger,0.75,0.25,0.0,0.0,0.0,0.0,0.75
B Sumanth,DP Nannes,0.5,0.5,0.0,0.0,0.0,0.0,
B Sumanth,IK Pathan,0.0,1.0,0.0,0.0,0.0,0.0,
B Sumanth,JH Kallis,0.0,1.0,0.0,0.0,0.0,0.0,
B Sumanth,M Muralitharan,0.5,0.25,0.0,0.0,0.25,0.0,
B Sumanth,PD Collingwood,0.33,0.67,0.0,0.0,0.0,0.0,
B Sumanth,R Ashwin,0.33,0.67,0.0,0.0,0.0,0.0,
B Sumanth,R Vinay Kumar,0.0,0.33,0.67,0.0,0.0,0.0,
B Sumanth,SB Jakati,0.5,0.25,0.12,0.0,0.12,0.0,
B Sumanth,UT Yadav,0.0,1.0,0.0,0.0,0.0,0.0,
B Sumanth,VS Malik,0.0,0.0,0.0,0.0,1.0,0.0,
B Sumanth,Yuvraj Singh,0.0,1.0,0.0,0.0,0.0,0.0,
BA Bhatt,A Mishra,1.0,0.0,0.0,0.0,0.0,0.0,
BA Bhatt,SP Narine,0.5,0.0,0.0,0.0,0.0,0.5,
BA Stokes,A Mishra,0.0,0.67,0.0,0.0,0.33,0.0,
BA Stokes,AF Milne,1.0,0.0,0.0,0.0,0.0,0.0,
BA Stokes,AJ Tye,1.0,0.0,0.0,0.0,0.0,0.0,
BA Stokes,AR Patel,0.36,0.45,0.0,0.0,0.09,0.09,
BA Stokes,Ankit Soni,0.4,0.5,0.1,0.0,0.0,0.0,
BA Stokes,B Kumar,1.0,0.0,0.0,0.0,0.0,0.0,
BA Stokes,Basil Thampi,0.24,0.47,0.06,0.0,0.12,0.12,
